0.000000000000000000e+00,3.680000000000000000e+02,6.870000000000000000e+02,6.373000000000000000e+03,3.683200000000000000e+04
0.000000000000000000e+00,5.000000000000000000e+00,3.805656358599662781e-02,2.075200676918029785e-01,3.172078868374228477e-03
0.000000000000000000e+00,1.000000000000000000e+01,8.738749474287033081e-02,3.675431013107299805e-01,9.248118847608566284e-02
0.000000000000000000e+00,1.500000000000000000e+01,1.597413420677185059e-01,3.874137401580810547e-01,1.788955479860305786e-01
0.000000000000000000e+00,2.000000000000000000e+01,2.250826656818389893e-01,3.884407579898834229e-01,2.610465586185455322e-01
0.000000000000000000e+00,2.500000000000000000e+01,2.654331922531127930e-01,3.834006488323211670e-01,3.230941593647003174e-01
0.000000000000000000e+00,3.000000000000000000e+01,2.700089812278747559e-01,3.368940055370330811e-01,3.197201788425445557e-01
0.000000000000000000e+00,3.500000000000000000e+01,2.767529487609863281e-01,3.077466189861297607e-01,3.178521692752838135e-01
0.000000000000000000e+00,4.000000000000000000e+01,2.924233376979827881e-01,2.784409523010253906e-01,3.343027830123901367e-01
0.000000000000000000e+00,4.500000000000000000e+01,2.805744409561157227e-01,2.452498525381088257e-01,3.198738694190979004e-01
0.000000000000000000e+00,5.000000000000000000e+01,2.932706177234649658e-01,2.377729117870330811e-01,3.342303335666656494e-01
0.000000000000000000e+00,5.500000000000000000e+01,3.006545901298522949e-01,2.270197272300720215e-01,3.424028158187866211e-01
0.000000000000000000e+00,6.000000000000000000e+01,3.121672868728637695e-01,2.228459864854812622e-01,3.558848202228546143e-01
0.000000000000000000e+00,6.500000000000000000e+01,3.077130019664764404e-01,2.205381691455841064e-01,3.548046350479125977e-01
0.000000000000000000e+00,7.000000000000000000e+01,3.043786883354187012e-01,2.184587568044662476e-01,3.571013510227203369e-01
0.000000000000000000e+00,7.500000000000000000e+01,2.965342700481414795e-01,2.178688496351242065e-01,3.567057251930236816e-01
0.000000000000000000e+00,8.000000000000000000e+01,2.969538867473602295e-01,2.174184322357177734e-01,3.589457571506500244e-01
