0.000000000000000000e+00,5.000000000000000000e+00,2.511503696441650391e-01,4.395797550678253174e-01,8.151479996740818024e-03,0.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+00,2.167423814535140991e-01,4.294230639934539795e-01,1.944949850440025330e-02,0.000000000000000000e+00
0.000000000000000000e+00,7.000000000000000000e+00,2.011728882789611816e-01,4.090598225593566895e-01,3.673020005226135254e-02,0.000000000000000000e+00
0.000000000000000000e+00,8.000000000000000000e+00,2.321290671825408936e-01,4.167901277542114258e-01,7.450694590806961060e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.000000000000000000e+00,2.159006297588348389e-01,3.927142322063446045e-01,8.513054996728897095e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+01,2.251512855291366577e-01,3.993724584579467773e-01,1.254490464925765991e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.100000000000000000e+01,2.189410328865051270e-01,3.834933340549468994e-01,1.467288285493850708e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.200000000000000000e+01,2.385211884975433350e-01,3.852739036083221436e-01,1.717177331447601318e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.300000000000000000e+01,2.499440759420394897e-01,3.876111805438995361e-01,2.013589739799499512e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.400000000000000000e+01,2.659218013286590576e-01,3.978288471698760986e-01,2.220486849546432495e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+01,2.874607741832733154e-01,4.111458361148834229e-01,2.333584874868392944e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.600000000000000000e+01,2.985837757587432861e-01,3.880593180656433105e-01,2.589040398597717285e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.700000000000000000e+01,2.821843028068542480e-01,3.801377415657043457e-01,2.654351294040679932e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.800000000000000000e+01,2.812481522560119629e-01,3.773495256900787354e-01,2.736721634864807129e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.900000000000000000e+01,2.993853688240051270e-01,3.999298810958862305e-01,3.060057163238525391e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+01,2.901318967342376709e-01,3.900893330574035645e-01,3.010480701923370361e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.100000000000000000e+01,3.027312159538269043e-01,3.897311985492706299e-01,3.297335505485534668e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.200000000000000000e+01,3.068760037422180176e-01,3.830707073211669922e-01,3.347670733928680420e-01,0.000000000000000000e+00
