0.00,5.00,0.25,0.44,0.01,0.00
0.00,10.00,0.23,0.40,0.13,0.00
0.00,15.00,0.29,0.41,0.23,0.00
0.00,20.00,0.29,0.39,0.30,0.00
0.00,25.00,0.34,0.40,0.36,0.00
0.00,30.00,0.41,0.41,0.42,0.00
0.00,35.00,0.43,0.40,0.45,0.00
0.00,40.00,0.46,0.39,0.47,0.00
0.00,45.00,0.47,0.38,0.48,0.00
0.00,50.00,0.47,0.37,0.49,0.00
0.00,55.00,0.48,0.36,0.51,0.00
0.00,60.00,0.49,0.36,0.53,0.00
0.00,65.00,0.49,0.38,0.54,0.00
0.00,70.00,0.49,0.38,0.55,0.00
0.00,75.00,0.49,0.38,0.55,0.00
0.00,80.00,0.49,0.38,0.55,0.00
0.00,85.00,0.49,0.39,0.55,0.00
0.00,90.00,0.49,0.40,0.55,0.00
0.00,95.00,0.49,0.40,0.55,0.00
0.00,100.00,0.49,0.40,0.55,0.00
0.00,105.00,0.48,0.40,0.55,0.00
0.00,5.00,0.27,0.46,0.00,1.00
0.00,10.00,0.25,0.45,0.07,1.00
0.00,15.00,0.25,0.42,0.16,1.00
0.00,20.00,0.31,0.44,0.25,1.00
0.00,25.00,0.37,0.43,0.34,1.00
0.00,30.00,0.40,0.41,0.38,1.00
0.00,35.00,0.41,0.38,0.39,1.00
0.00,40.00,0.41,0.36,0.40,1.00
0.00,45.00,0.41,0.34,0.40,1.00
0.00,50.00,0.41,0.33,0.41,1.00
0.00,55.00,0.41,0.32,0.41,1.00
0.00,60.00,0.40,0.31,0.41,1.00
0.00,65.00,0.39,0.30,0.42,1.00
0.00,70.00,0.39,0.30,0.42,1.00
0.00,75.00,0.38,0.30,0.42,1.00
0.00,80.00,0.38,0.29,0.42,1.00
0.00,85.00,0.37,0.29,0.42,1.00
0.00,90.00,0.37,0.29,0.42,1.00
0.00,95.00,0.37,0.29,0.43,1.00
0.00,100.00,0.37,0.29,0.43,1.00
0.00,105.00,0.37,0.29,0.43,1.00
0.00,5.00,0.11,0.35,0.01,2.00
0.00,10.00,0.14,0.40,0.10,2.00
0.00,15.00,0.22,0.41,0.20,2.00
0.00,20.00,0.28,0.41,0.30,2.00
0.00,25.00,0.34,0.42,0.36,2.00
0.00,30.00,0.38,0.40,0.39,2.00
0.00,35.00,0.42,0.38,0.43,2.00
0.00,40.00,0.42,0.36,0.44,2.00
0.00,45.00,0.43,0.34,0.45,2.00
0.00,50.00,0.45,0.34,0.48,2.00
0.00,55.00,0.45,0.33,0.50,2.00
0.00,60.00,0.46,0.34,0.52,2.00
0.00,65.00,0.47,0.35,0.53,2.00
0.00,70.00,0.47,0.35,0.53,2.00
0.00,75.00,0.47,0.35,0.54,2.00
0.00,80.00,0.47,0.36,0.53,2.00
0.00,85.00,0.47,0.37,0.54,2.00
0.00,90.00,0.47,0.37,0.54,2.00
0.00,95.00,0.48,0.38,0.54,2.00
0.00,100.00,0.48,0.39,0.55,2.00
0.00,105.00,0.48,0.39,0.54,2.00
0.00,5.00,0.24,0.51,0.00,3.00
0.00,10.00,0.23,0.52,0.10,3.00
0.00,15.00,0.28,0.49,0.14,3.00
0.00,20.00,0.32,0.46,0.20,3.00
0.00,25.00,0.36,0.43,0.30,3.00
0.00,30.00,0.40,0.40,0.37,3.00
0.00,35.00,0.41,0.37,0.39,3.00
0.00,40.00,0.41,0.34,0.40,3.00
0.00,45.00,0.41,0.33,0.41,3.00
0.00,50.00,0.41,0.31,0.42,3.00
0.00,55.00,0.40,0.29,0.42,3.00
0.00,60.00,0.39,0.28,0.41,3.00
0.00,65.00,0.37,0.26,0.40,3.00
0.00,70.00,0.36,0.25,0.40,3.00
0.00,75.00,0.35,0.25,0.40,3.00
0.00,80.00,0.35,0.25,0.40,3.00
0.00,85.00,0.35,0.25,0.41,3.00
0.00,90.00,0.35,0.26,0.41,3.00
0.00,95.00,0.35,0.26,0.41,3.00
0.00,100.00,0.35,0.26,0.41,3.00
0.00,105.00,0.34,0.26,0.41,3.00
0.00,5.00,0.29,0.50,0.01,4.00
0.00,10.00,0.23,0.43,0.13,4.00
0.00,15.00,0.28,0.40,0.23,4.00
0.00,20.00,0.30,0.39,0.31,4.00
0.00,25.00,0.34,0.39,0.38,4.00
0.00,30.00,0.41,0.40,0.42,4.00
0.00,35.00,0.43,0.39,0.44,4.00
0.00,40.00,0.46,0.38,0.48,4.00
0.00,45.00,0.47,0.37,0.49,4.00
0.00,50.00,0.47,0.36,0.50,4.00
0.00,55.00,0.48,0.36,0.52,4.00
0.00,60.00,0.48,0.36,0.53,4.00
0.00,65.00,0.49,0.36,0.54,4.00
0.00,70.00,0.49,0.37,0.55,4.00
0.00,75.00,0.49,0.37,0.55,4.00
0.00,80.00,0.48,0.37,0.55,4.00
0.00,85.00,0.48,0.37,0.55,4.00
0.00,90.00,0.47,0.38,0.54,4.00
0.00,95.00,0.47,0.38,0.54,4.00
0.00,100.00,0.48,0.39,0.55,4.00
0.00,105.00,0.47,0.39,0.55,4.00
0.00,5.00,0.25,0.48,0.00,5.00
0.00,10.00,0.24,0.47,0.08,5.00
0.00,15.00,0.26,0.46,0.18,5.00
0.00,20.00,0.32,0.44,0.25,5.00
0.00,25.00,0.36,0.43,0.35,5.00
0.00,30.00,0.41,0.42,0.40,5.00
0.00,35.00,0.43,0.40,0.42,5.00
0.00,40.00,0.43,0.37,0.42,5.00
0.00,45.00,0.42,0.35,0.42,5.00
0.00,50.00,0.42,0.34,0.42,5.00
0.00,55.00,0.41,0.33,0.43,5.00
0.00,60.00,0.40,0.32,0.42,5.00
0.00,65.00,0.40,0.31,0.43,5.00
0.00,70.00,0.39,0.30,0.43,5.00
0.00,75.00,0.38,0.29,0.43,5.00
0.00,80.00,0.37,0.29,0.42,5.00
0.00,85.00,0.37,0.29,0.42,5.00
0.00,90.00,0.36,0.29,0.42,5.00
0.00,95.00,0.36,0.29,0.42,5.00
0.00,100.00,0.37,0.29,0.43,5.00
0.00,105.00,0.36,0.29,0.43,5.00
0.00,5.00,0.12,0.39,0.01,6.00
0.00,10.00,0.16,0.39,0.11,6.00
0.00,15.00,0.24,0.42,0.19,6.00
0.00,20.00,0.30,0.43,0.31,6.00
0.00,25.00,0.34,0.43,0.36,6.00
0.00,30.00,0.40,0.41,0.40,6.00
0.00,35.00,0.43,0.40,0.43,6.00
0.00,40.00,0.44,0.38,0.45,6.00
0.00,45.00,0.44,0.36,0.46,6.00
0.00,50.00,0.45,0.35,0.48,6.00
0.00,55.00,0.45,0.34,0.49,6.00
0.00,60.00,0.46,0.34,0.52,6.00
0.00,65.00,0.47,0.34,0.53,6.00
0.00,70.00,0.47,0.35,0.53,6.00
0.00,75.00,0.47,0.35,0.54,6.00
0.00,80.00,0.46,0.35,0.53,6.00
0.00,85.00,0.46,0.35,0.54,6.00
0.00,90.00,0.46,0.36,0.53,6.00
0.00,95.00,0.46,0.36,0.54,6.00
0.00,100.00,0.47,0.38,0.54,6.00
0.00,105.00,0.46,0.37,0.53,6.00
0.00,5.00,0.30,0.51,0.00,7.00
0.00,10.00,0.26,0.53,0.10,7.00
0.00,15.00,0.30,0.52,0.16,7.00
0.00,20.00,0.34,0.49,0.21,7.00
0.00,25.00,0.36,0.44,0.29,7.00
0.00,30.00,0.41,0.43,0.35,7.00
0.00,35.00,0.43,0.40,0.39,7.00
0.00,40.00,0.42,0.37,0.40,7.00
0.00,45.00,0.43,0.34,0.41,7.00
0.00,50.00,0.42,0.33,0.42,7.00
0.00,55.00,0.41,0.31,0.43,7.00
0.00,60.00,0.40,0.29,0.42,7.00
0.00,65.00,0.38,0.28,0.41,7.00
0.00,70.00,0.37,0.26,0.40,7.00
0.00,75.00,0.36,0.25,0.40,7.00
0.00,80.00,0.35,0.25,0.40,7.00
0.00,85.00,0.35,0.25,0.40,7.00
0.00,90.00,0.34,0.25,0.40,7.00
0.00,95.00,0.35,0.26,0.41,7.00
0.00,100.00,0.35,0.26,0.41,7.00
0.00,105.00,0.34,0.26,0.41,7.00
0.00,5.00,0.34,0.57,0.01,8.00
0.00,10.00,0.24,0.43,0.15,8.00
0.00,15.00,0.28,0.40,0.23,8.00
0.00,20.00,0.31,0.39,0.31,8.00
0.00,25.00,0.36,0.40,0.38,8.00
0.00,30.00,0.42,0.40,0.42,8.00
0.00,35.00,0.45,0.40,0.45,8.00
0.00,40.00,0.46,0.38,0.47,8.00
0.00,45.00,0.48,0.37,0.50,8.00
0.00,50.00,0.48,0.36,0.50,8.00
0.00,55.00,0.49,0.37,0.52,8.00
