3.000000000000000000e+00,5.000000000000000000e+00,5.889647006988525391e-01,5.889647006988525391e-01,3.877764642238616943e-01,8.845530450344085693e-03,0.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+01,7.112653851509094238e-01,7.114257216453552246e-01,5.231122374534606934e-01,1.428798288106918335e-01,0.000000000000000000e+00
3.000000000000000000e+00,1.500000000000000000e+01,7.512308955192565918e-01,7.537329792976379395e-01,4.867758452892303467e-01,2.253831028938293457e-01,0.000000000000000000e+00
3.000000000000000000e+00,2.000000000000000000e+01,7.956117391586303711e-01,7.969177365303039551e-01,5.100866556167602539e-01,3.328283131122589111e-01,0.000000000000000000e+00
3.000000000000000000e+00,2.500000000000000000e+01,8.179848194122314453e-01,8.157956600189208984e-01,5.181193351745605469e-01,4.135219454765319824e-01,0.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+01,8.651723265647888184e-01,8.644164800643920898e-01,5.417010784149169922e-01,4.824515879154205322e-01,0.000000000000000000e+00
3.000000000000000000e+00,3.500000000000000000e+01,8.796563148498535156e-01,8.772283792495727539e-01,5.436967015266418457e-01,5.316817760467529297e-01,0.000000000000000000e+00
3.000000000000000000e+00,4.000000000000000000e+01,8.909575343132019043e-01,8.885547518730163574e-01,5.434160828590393066e-01,5.703447461128234863e-01,0.000000000000000000e+00
3.000000000000000000e+00,4.500000000000000000e+01,8.784302473068237305e-01,8.733663558959960938e-01,5.322163701057434082e-01,5.935175418853759766e-01,0.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+01,8.728522658348083496e-01,8.685163855552673340e-01,5.235743522644042969e-01,6.211851239204406738e-01,0.000000000000000000e+00
3.000000000000000000e+00,5.500000000000000000e+01,8.772935271263122559e-01,8.742119073867797852e-01,5.115515589714050293e-01,6.461167335510253906e-01,0.000000000000000000e+00
3.000000000000000000e+00,6.000000000000000000e+01,8.795616626739501953e-01,8.758437633514404297e-01,5.065479874610900879e-01,6.629351973533630371e-01,0.000000000000000000e+00
3.000000000000000000e+00,6.500000000000000000e+01,8.759125471115112305e-01,8.732802867889404297e-01,4.902083873748779297e-01,6.731132268905639648e-01,0.000000000000000000e+00
3.000000000000000000e+00,7.000000000000000000e+01,8.671005964279174805e-01,8.652151226997375488e-01,4.795398712158203125e-01,6.816995739936828613e-01,0.000000000000000000e+00
3.000000000000000000e+00,7.500000000000000000e+01,8.596409559249877930e-01,8.589241504669189453e-01,4.714612066745758057e-01,6.877167820930480957e-01,0.000000000000000000e+00
3.000000000000000000e+00,8.000000000000000000e+01,8.563405871391296387e-01,8.536316156387329102e-01,4.763114452362060547e-01,6.968462467193603516e-01,0.000000000000000000e+00
3.000000000000000000e+00,8.500000000000000000e+01,8.548558354377746582e-01,8.514322638511657715e-01,4.697798788547515869e-01,7.021591663360595703e-01,0.000000000000000000e+00
3.000000000000000000e+00,9.000000000000000000e+01,8.528627753257751465e-01,8.497430086135864258e-01,4.697704017162322998e-01,7.083607912063598633e-01,0.000000000000000000e+00
3.000000000000000000e+00,9.500000000000000000e+01,8.491179347038269043e-01,8.465205430984497070e-01,4.669458866119384766e-01,7.067496776580810547e-01,0.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+02,8.428975939750671387e-01,8.413366675376892090e-01,4.655587673187255859e-01,7.088894248008728027e-01,0.000000000000000000e+00
